Refacility,facilityname,Syste
15019,Lelboinet Health Centre (Keiyo),22839
15268,Nabkoi Dispensary,22836
15464,Plateau Hospital,22815
16868,Kerumbe Dispensary,22795
10096,Ciagini Health Centre,22791
14802,Karati Dispensary,22784
17563,Care Medical Clinic (Geta Bush),22776
19907,Gogo Dispensary,22769
14497,Finlay Flowers Dispensary,22765
16993,Syathani Dispensary (Kyathani),22760
16816,Narumoru Catholic Dispensary,22759
20393,Dr Charles Opondo Medical Clinic,22758
19471,Iom Wellness Clinic,22752
17175,Sunga Dispensary,22751
20975,Makueni county beyond zero mobile clinic,22729
16990,Nyansabakwa Health Centre,22728
18013,Ruguru Health Centre,22726
17571,Kiarithaini Dispensary,22706
20862,Kahuho Community Dispensary,22703
14926,Kiptangwanyi Health Center,22698
14177,Family Healthoptions Kenya (Nakuru),22693
18006,Cargo Human Care Clinic,22690
20199,Mbaka Oromo Health Centre,22686
18782,Chamuka Dispensary,22685
13929,Nyang'oma Mission Health Centre,22679
14368,Chepterit Mission Health Centre,22678
17051,Siruti Dispensary,22671
15013,Lare Health Centre,22660
18781,Gatimu Health Centre,22643
14402,Dentomed Clinic,22641
18686,Ngelani Dispensary,22628
21135,Janeiro Nursing Home,22624
14921,Kipsuter Dispensary,22623
18256,Mlolongo VCT,22619
19797,The Mountain Springs Health Services,22614
18252,Ngiini Dispensary,22612
20742,Portreitz Youth Friendly Centre,22611
14501,Forttenan Sub District Hospital,22609
13985,Omorembe Sub County Hospital,22600
13884,Nyakongo health Centre,22594
14029,Ramasha Health Centre,22593
19023,Swiss Cottage Hospital,22576
18040,Meditrust Health Care Services,22570
20319,North Shore Medical Centre,22569
18324,Pumzika Medical Care,22568
20041,Sisokhe Dispensary,22564
18195,Nairobi Women Hospital Ongata Rongai,22554
20306,Mukameni Dispensary,22545
12144,Kalama Level 4 Hospital,22541
16124,Siboti Model Health Centre,22537
17919,Kalimani Dispensary,22534
14157,Ulanda Dispensary,22532
21100,Musango Dispensary,22529
13983,Nyamogonchoro Health Centre,22528
15260,Muskut Health Centre,22525
19606,Mrima Maternity Hospital,22524
20791,Waraba Medical Centre,22521
18228,Kimathi University College Medical Clinic,22520
15219,Momoniat Health Centre,22519
19437,Embakasi Medical Centre,22518
16956,Mwaani Dispensary,22513
10190,Gacharage Dispensary,22512
17899,Al Bilal Nursing Home,22508
18133,Wote Health Clinic,22501
17365,Gichagini Dispensary,22500
19651,ACK Mwingi CHBC Clinic,22499
13446,Tarbaj Health Centre,22493
10545,Kiamutugu Health Centre,22491
18474,Cornerstone Medical Clinic (Nyeri Central),22481
20277,Nuu Medical Clinic,22479
14882,Kimugul Dispensary (Kipkelion),22476
20271,Mbuvo Health Centre,22475
19405,Bridging out-patient,22464
14442,Emarti Health Centre,22450
14018,Rabar Health centre,22409
20640,Rapha Medical Clinic,22407
17713,Mogonga Maternity And Nursing Home (Kenyenya),22406
17648,Khadija Dispensary,22392
14743,Kapluk Dispensary,22383
14401,Delamere Soysambu Medical Clinic,22380
20061,Nairobi Women's Hospital,22379
18824,Mbaruk Dispensary,22378
17934,Baraka medical centre,22377
20886,Getrudes Children's Hospital,22376
18291,Ahero Medical Centre,22372
18421,Katolo-Manyatta Dispensary,22371
18283,Wanganga Health Centre,22364
18749,Serena Beach Hotel Staff Clinic,22357
21136,Appex Hospital,22356
17434,Kariobangi South Clinic,22351
14005,Ouya Dispensary,22349
13787,Matangwe Community Health Centre,22348
14000,Othach Dispensary,22342
14163,Usenge Dispensary,22324
14165,Uyawi Sub County Hospital,22323
17674,Hema Medical Clinic,22322
13934,Nyansancha Dispensary,22320
20945,Virgin Hospital,22311
14158,Ulungo Dispensary,22310
14866,Kilibwoni Health Centre,22302
20788,Kai Dispensary,22299
13877,Nyaguda Health Center,22290
16970,Mariaini Dispensary,22287
17366,Jamia Medical Clinic,22285
19885,Ainamoi Dispensary,22278
14133,Sumba Community Dispensary,22274
17298,Lukohe Health Centre,22271
10727,Mihang'o Dispensary,22270
13911,Nyamira Adventist Health Centre,22269
17529,Matibabu Ukwala Clinic,22251
14617,Kabiemit Dispensary (Keiyo),22236
19960,Sakali Dispensary,22229
13936,St Joseph's Nyansiongo Health Centre,22227
18074,Bosto dispensary,22222
12567,Mulangoni Dispensary,22220
17602,Kalambani Dispensary,22219
14499,Flax Dispensary,22218
21208,Mainga Health Centre,22217
21033,Kwangamor Dispensary,22215
17118,Holo Dispensary,22211
18430,Magina Health Center,22207
19894,Riakithiga Dispensary,22205
19929,LVCT DICE Clinic Karungu,22201
14007,Oyamo Dispensary,22195
14213,Arimi Dispensary,22193
20203,CHS Mwingi Central Dice,22192
14023,Radier Dispensary,22178
14156,Ukwala Sub County Hospital,22174
17126,Modambogho Dispensary,22173
14391,Chumvi Dispensary,22172
21138,P&D Health Clinic Ulanda,22171
14367,Cheptebo Dispensary,22170
18880,South Eastern Kenya University (Seku) Health Unit,22169
17113,Ebukoolo Dispensary,22168
19828,St Francis Health Clinic,22162
16981,Riakinaro Health Centre,22161
17893,Mzizima (CDF) Dispensary,22153
15206,Moiben Health Centre,22152
19817,Airborne No Twist Huduma Bora Clinic,22151
18616,Kericho GK Prisons Medium Dispensary,22143
14919,Kipsitet Dispensary,22136
17730,Ensakia Dispensary,22128
21051,Kenlands Health Services Maili Sita,22121
18683,Kikuu Dispensary,22113
17690,Young Generation Centre Dispensary (Med 25),22093
18420,Nyakweri Dispensary,22089
17594,Rusinga Island of Hope Humanist Health Centre,22086
14016,Ponge Dispensary (Mbita),22084
18184,Ruiru Health Clinic,22081
14761,Kapsisiywo Dispensary,22080
10213,Gathambi Health Centre,22079
18941,Imanga Health Centre,22076
17838,Utangwa Dispensary,22073
17290,Kamboo Dispensary,22071
10880,Njegas Health Centre,22070
14646,Kaisagat Health Centre,22069
14363,Chepsiro Health Centre,22066
18532,Bidii Health Centre,22065
17140,Sirate Dispensary,22059
14077,Serawongo Dispensary,22054
18752,Mitume Dispensary,22053
13885,Nyakuru Dispensary,22038
14982,Kombe Dispensary (Nandi Central),22026
14526,Maralal GK Prison Dispensary,22024
10555,Kiang'ombe Dispensary,22019
20870,Mukhuyu Dispensary,22018
10635,Kirogo Dispensary,22017
17834,Kanyenyaini ACK Dispensary,22011
14841,Kesses Health Centre,22006
15599,Siyiapei (AIC) Dispensary,22005
18800,Oren Health Centre,22003
20798,Nthongoni Dispensary,22002
14301,Chebororwa Health Centre,21995
18900,Neema Medical Clinic(Kitui Central),21992
14201,Amboseli Serena Lodge Clinic,21991
17774,Waso AIPCA Dispensary,21974
19024,Dungicha Dispensary,21972
18497,Chepsire Dispensary,21968
14940,Kisanana Health Centre,21966
14847,Kibabet Tea Dispensary,21965
18068,Rosewood Nursing Home,21956
14097,Sony Medical Centre,21949
14164,Usigu Health Centre,21947
14283,Cengalo Dispensary,21939
20649,Finlays Lemotit Farm Dispensary,21937
18779,Mugai Dispensary,21928
14873,Kimintet Dispensary,21925
21218,B & L Healthcare (Naivasha),21922
14482,Euvan Medical Clinic,21920
20220,Everest Health Care (Mwingi Central),21911
15097,Lower Solai Dispensary,21910
14777,Kaptebengwo Dispensary,21906
14200,Amboseli Dispensary,21903
19792,Kipipiri Medical Clinic,21901
13930,Nyangu Dispensary,21899
16880,Nyabiosi Health Centre,21898
14055,Ritumbe Health Centre,21896
20176,Aga Khan Medical Centre Kericho,21895
17342,Midida Dispensary,21892
18361,Eluche Dispensary,21888
21013,Marsabit County Beyond Zero Mobile Clinic,21885
15194,Mogoget Dispensary,21881
17662,Pwani University College Clinic,21880
17988,Simboiyon Dispensary,21878
14170,Wath Onger Dispensary,21860
14680,Kamwosor Sub County Hospital,21858
15022,Lelmokwo Dispensary,21852
13900,Nyamasare Dispensary,21849
20634,Baobab Annex Clinic,21844
19314,Gertrudes Chiildren Clinic (Pangani),21835
14324,Chemundu Dispensary,21810
15858,Chimoi Dispensary,21807
16800,Lea Toto Clinic (Westlands),21802
14872,Kiminini Cottage Hospital,21801
13933,Nyansakia Health Centre,21797
15026,Lemotit Dispensary,21786
14396,Consolata Clinic,21783
20311,Karindundu dispensary,21782
14483,Ewaso Dispensary,21773
14669,Kamasai Dispensary,21771
14257,Biribiriet Dispensary,21767
19989,Kamwega Dispensary,21766
20647,Rongo University Medical Center,21753
17608,Luucho Dispensary,21739
20261,Katulani Medical Clinic(kitui),21730
18902,Kathiani Medical Clinic,21705
14960,Kobujoi Mission Health Centre,21704
14780,Kaptembwo Dispensary,21702
19755,Harrison Mudoga MC,21701
17024,Cheptingwich Dispensary,21700
14171,Waware Dispensary,21698
17428,Oljabet Medical Clinic,21694
13922,Nyandoche Ibere Dispensary,21682
17783,Leshuta Dispensary,21678
14075,Sena Health Centre,21676
14375,Cheptuiyet Dispensary,21667
12539,Mivukoni Health Centre,21620
14674,Kamogo health centre,21619
16796,AAR Clinic Sarit Centre (Westlands),21604
20540,Technical university of Kenya Student/Staff Clinic,21600
16132,Sonak Community Medical Centre,21551
17344,Kolwal Dispensary,21545
18340,Igorera Medical Clinic,21541
14946,Kitalale Dispensary,21539
17038,Koloo Dispensary,21526
16986,Nyalkinyi Health Centre,21488
14052,Riokindo Health Centre,21481
15376,St. Abigael  Medical Clinic,21455
19868,Nduga Dispensary,21454
17087,Kabiyet Dispensary,21449
17106,Kangonde Health centre,21444
17303,Mairi Dispensary,21439
14298,Chebitet Dispensary,21435
21071,Shanga Dispensary,21429
14532,Goseta Dispensary,21420
17396,Kiambaa Medical Clinic,21417
14695,Kapcherop Health Centre,21416
14296,Chebirbei Dispensary,21414
14312,Chemaner Dispensary (Kuresoi),21413
20036,Mmangani Dispensary,21407
14520,GK Prisons Dispensary (Kapenguria),21406
17416,Kimuri Dispensary,21404
14344,Chepkoiyo Dispensary,21403
19996,Kenyoro Dispensary,21400
14149,Tisinye Health Centre,21399
20330,Chepkono Dispensary,21398
14320,Chemoiben Dispensary,21384
14101,St Akidiva Memorial Hospital,21381
18993,Isinet Medical Clinic,21375
19752,Keiyo Dispensary,21357
13999,Otati Dispensary,21348
20343,Nakuru Heart Centre,21345
18897,LVCT Dice Clinic Migori,21335
13876,Nyagoto Health Centre,21323
20808,Kathamboni Dispensary,21320
17347,Rikendo Dispensary,21317
20512,Manyatta Community Medical Clinic,21316
20674,Kamuchisu Dispensary,21302
13963,Ogango Dispensary,21295
16878,Nyamagiri Dispensary,21289
21053,Nyaura Dispensary,21280
14707,Kapkeben Dispensary,21269
17020,Taito Community Dispensary,21267
14045,Riana Health Centre,21266
18911,Mutomo Health Clinic,21265
19859,Pala Masogo Health centre,21262
14065,Samora Medical Centre,21261
14168,Wagwe Health Centre,21254
13972,Okiki Amayo Health Centre,21253
14039,Raruowa Health Centre,21251
13974,Olando Dispensary,21249
19590,Kapkara Dispensary,21248
17488,St Raphael Arch Medical,21247
18888,Consolata Shrine Dispensary (Deep Sea Nairobi),21246
18935,Bethezda Medical Clinic,21238
17845,Uviluni Dispensary,21228
14977,Kokwet Dispensary,21226
14295,Chebilat Dispensary,21225
11059,St Mathews and Sarah Dispensary,21223
14169,Wakula Health Centre,21219
20074,Wangiya Dispensary,21218
17593,Remba Dispensary,21216
14162,Usao Health Centre,21213
14377,Cheramei Dispensary,21212
18410,Maina Kiganjo Health Clinic,21208
20172,Nyangajo Dispensary,21206
20242,Unga Dispensary,21203
13855,Nguku Dispensary,21202
15119,Mangu Dispensary (Rongai),21199
19767,Nyeri High School Dispensary,21193
13986,Omosaria Dispensary,21191
20174,Vikunga Dispensary,21188
19860,Nyarut Health Centre,21187
17720,Lea Toto Community (Mukuru Reuben),21186
13212,Spacecare Health Services,21184
14019,Rabondo Dispensary,21179
20043,Butingo Dispensary,21178
18934,Appex Medical Clinic,21177
10436,Kanjinji Dispensary,21176
18482,Mavueni Dispensary,21175
19310,St Jude's Huruma Community Health Services,21174
18891,Cheptais Medical Clinic,21172
18383,Wema Medical Clinic (Mshomoroni),21171
17003,Kiraone Dispensary,21167
17999,Kimulot Dispensary,21165
10574,Kiburu Dispensary,21163
18983,Reale Medical Clinic,21162
18406,Real Healthcare Medical clinic,21157
14319,Chemogondany Hospital,21152
14314,Chemase Dispensary,21151
13961,Ogam Dispensary,21147
13951,Obanga Health Centre,21146
19324,Eldama Ravine Medical Centre,21145
14338,Chepkemel Health Centre (Kericho),21143
14945,Kisor Dispensary,21142
17232,Kerobo Health Centre,21141
14438,Elgon View Hospital,21140
18416,Ruma Youth Friendly VCT Centre (Rarieda),21139
19452,Eastern Medical Clinic,21138
14032,Ranen (SDA) Dispensary,21137
15129,Marioshoni Dispensary,21136
19914,Lea Toto Kawangware,21135
17522,Future Life Dispensary,21133
14348,Chepkumia Dispensary,21132
14359,Chepseon Dispensary,21130
20683,Gilgil Center of Hope (Hope world Wide Kenya),21129
13870,Nyadenda Health Centre,21127
17223,Chabuene Dispensary,21122
16867,Ematiha Dispensary,21120
20153,Kasewe Dispensary,21119
17711,Ngeri Dispensary,21118
14049,Raitigo Dispensary,21117
15041,Ilpolosat Dispensary,21115
19887,Nasira Dispensary,21114
13907,Nyamekongoroto Health Centre,21111
13858,Ntimaru Sub County Hospital,21110
13851,Ngisiru Dispensary,21108
17852,Oyuma Dispensary (Rachuonyo),21106
20156,Lunakwe Dispensary,21103
17878,PCEA Mau-Summit Health Centre,21102
20134,Kochola Dispensary,21100
13909,Nyametaburo Health Centre,21096
20371,Kenya Police Staff College Clinic(Loresho),21095
14476,Ereto Health Centre,21090
17341,Kitere Dispensary,21089
17710,Ringiti Dispensary,21088
20092,Itetani Dispensary,21087
17345,Ndege Oriedo Dispensary,21082
14089,Simbi Kogembo Dispensary,21077
14758,Kapsetek Dispensary,21076
18624,Lumino Dispensary,21071
18515,St.Raphael Dispensary (Matisi),21070
17262,Kawiru Dispensary,21068
13927,Nyangoge Health Centre,21060
19562,Abraham Memorial Nursing Home,21059
17485,moi Baracks,21058
20039,Emukaba Dispensary,21057
20515,Ebuhala Health Centre,21056
14860,Kihato Dispensary,21055
14100,Sotik Highlands Dispensary,21053
13868,Nyachenge Dispensary,21051
20285,Lwanda Kobita Dispensary,21050
11141,Uthiru Health Centre,21048
16882,St Jones and Ring Road Health Clinic,21047
17473,Tumaini (ACK) Medical Clinic,21046
18546,County Medical Centre (Embu LTD),21044
20502,Karurina Dispensary,21043
21238,Baharini Dispensary,21042
20453,Magaoni Health Centre,21041
19703,DAP Health Clinic,21040
15157,Mau Summit Medical Clinic,21039
13914,Nyamonye Mission Dispensary,21037
20905,Maseno University AIDS Control Unit (Kisumu Town Campus),21036
14876,Kimondi Forest Dispensary,21035
18220,Dandora Medical Centre,21034
19863,Nyawawa Dispensary,21033
18828,LEA Toto Zimmerman,21027
17548,Njiru (EDARP) Clinic,21026
17698,New Chaani Healthcare Clinic & Laboratory,21024
18159,Nunguni Medical Clinic,21022
19536,Kangemi Gichagi Dispensary,21021
20740,Chepkerer Dispensary,21020
13873,Nyagowa ELCK Dispensary,21018
19916,Gionsaria Health Centre,21017
18666,Bingwa Dispensary,21016
14971,Koiwa Medical Clinic,21014
17062,Amwamba Dispensary,21013
20020,St Akidiva Mindira Hospital-Mabera,21012
20663,Kimbo Healthcare Centre,21011
10859,Ngarariga Health Centre,21009
15068,Lolgorian Sub District Hosp,21008
17486,12 Engineers,21004
13940,Nyarongi Dispensary,21002
17549,SA/AHF Kithituni Health Clinic,21001
17201,Kamirithu Medical Clinic,21000
17607,Ombo Bita Dispensary,20998
17672,Mbaga Dispensary,20995
18329,Children's Support Centre Emurembe,20993
15205,Moi University Health Centre,20992
17183,Uradi Health Centre,20989
13980,Omboga Dispensary,20987
13531,Daraja Medical Clinic,20979
15121,Manyoror Dispensary,20975
17096,Waseges Dispensary,20972
18745,Comboni Missionary Sisters Health Program,20971
20223,Kamasielo Dispensary,20970
20679,Eshikalame Dispensary,20969
20440,Kiboson Dispensary,20968
19363,Kesogon Dispensary,20964
19448,St John Medical Centre,20963
17994,Namanjalala Dispensary,20962
13368,Ifo Hospital,20961
20836,St Monica Hospital (Town Clinic),20959
15190,Miti-Mingi Dispensary,20957
14047,Riat Dispensary (Migori),20956
20479,Adoma Medical Clinic,20954
20846,Sosiot Medical centre,20949
18479,Kaliluni (AIC) Dispensary,20948
17082,Nyaporo Dispensary,20947
19839,Kibomet Medical Clinic,20946
14477,Esageri Health Centre,20945
21119,Mwapula Dispensary,20942
20843,Malichi Dispensary,20941
21203,Koma Hill Medical Clinic,20939
20851,Mpeli Medical Clinic,20937
19013,Kapkres Medical Clinic,20936
18039,Vinteva Marternity and Nursing Home,20935
16808,Wachoro Medical Clinic,20934
14512,Gitwamba Health Centre,20933
14345,Chepkongony Dispensary,20932
19322,Eldama Ravine Nursing Home,20929
20875,Maseki Dispensary (Mwingi North),20928
18939,Iranda Health Centre,20924
15158,Mau Tea Dispensary,20923
20620,Ramba Health Centre,20922
20291,Rianyambweke Dispensary,20921
19864,Nyawita Dispensary,20919
20169,Kangir Dispensary,20917
18741,Vipawa Medical Services,20914
14696,Kapchorua Tea Dispensary,20907
17639,Koibem Dispensary,20906
14515,Kirimun GK Dispensary,20905
18699,Thuura Health Care,20904
19182,MCF Yatta,20903
13886,Nyakwana Dispensary,20890
19917,Kiobegi Dispensary (Nyamache),20888
14176,Yokia Dispensary,20886
19740,Kasarani Dispensary (Gilgil),20878
18364,Usiani Dispensary,20875
